,age,ed,employ,income,debtinc,default,AgeCategory
697,33,1,15,32,7.6,0.0,2
698,45,1,19,77,8.4,0.0,0
699,37,1,12,44,14.7,0.0,2
700,36,1,16,32,10.9,,2
701,50,1,6,21,12.9,,0
702,40,1,9,33,17.0,,0
703,31,1,5,23,2.0,,2
704,29,1,4,24,7.8,,1
705,25,2,1,14,9.9,,1
706,34,1,4,28,9.4,,2
707,50,1,30,150,32.5,,0
708,27,1,5,26,1.2,,1
709,31,4,7,97,6.0,,2
710,45,1,8,27,2.6,,0
711,35,1,10,28,1.3,,2
712,47,2,27,107,6.1,,0
713,50,3,25,94,5.3,,0
714,37,2,15,108,11.8,,2
715,46,1,7,41,23.4,,0
716,26,4,1,92,13.0,,1
717,33,1,16,46,8.1,,2
718,43,1,8,32,19.0,,0
719,49,2,14,63,15.8,,0
720,44,1,2,22,9.6,,0
721,32,1,12,33,11.2,,2
722,38,1,5,20,1.5,,2
723,52,1,33,139,5.6,,0
724,35,1,10,24,21.3,,2
725,33,4,4,22,5.5,,2
726,35,1,11,77,4.7,,2
727,34,2,9,40,1.6,,2
728,39,1,19,53,3.7,,2
729,31,1,8,27,5.4,,2
730,37,1,5,27,9.4,,2
731,44,1,19,40,10.9,,0
732,30,1,1,27,12.3,,2
733,37,1,18,58,10.3,,2
734,35,1,11,40,2.9,,2
735,43,1,4,26,7.1,,0
736,26,1,0,17,5.0,,1
737,35,1,13,42,17.6,,2
738,24,1,4,19,11.0,,1
739,24,1,4,23,4.9,,1
740,26,3,3,40,10.8,,1
741,34,1,10,48,5.1,,2
742,44,4,18,78,1.0,,0
743,46,1,9,72,5.0,,0
744,40,1,17,55,11.4,,0
745,37,4,2,29,15.4,,2
746,35,3,5,30,10.6,,2
747,46,2,18,55,4.4,,0
748,40,3,5,28,10.0,,0
749,48,2,21,86,1.2,,0
750,53,1,33,324,7.0,,0
751,45,3,9,84,13.1,,0
752,32,3,6,22,6.7,,2
753,43,1,15,62,9.4,,0
754,29,2,3,32,9.0,,1
755,47,2,7,49,0.9,,0
756,21,2,1,17,10.5,,1
757,30,1,0,20,5.4,,2
758,25,3,3,54,7.4,,1
759,27,1,6,52,13.8,,1
760,36,1,4,25,4.0,,2
761,35,1,12,30,15.4,,2
762,33,1,11,35,15.9,,2
763,21,3,0,41,19.5,,1
764,44,1,18,61,10.8,,0
765,37,1,19,38,13.5,,2
766,27,1,5,26,6.8,,1
767,37,2,11,47,9.6,,2
768,48,2,9,44,5.9,,0
769,30,1,4,21,3.5,,2
770,22,4,0,25,12.2,,1
771,39,2,18,47,7.6,,2
772,26,1,5,18,15.5,,1
773,29,2,9,30,21.7,,1
774,47,1,29,169,2.2,,0
775,33,2,5,37,8.4,,2
776,23,2,2,48,7.5,,1
777,25,2,5,35,16.5,,1
778,34,1,4,23,5.6,,2
779,56,1,19,66,3.3,,0
780,32,1,7,23,9.8,,2
781,27,3,0,50,14.7,,1
782,41,2,6,36,13.9,,0
783,30,1,8,27,20.3,,2
784,38,4,13,126,13.7,,2
785,31,1,6,45,7.3,,2
786,37,3,16,75,0.1,,2
787,30,2,2,26,3.8,,2
788,44,2,8,43,5.0,,0
789,25,2,5,42,15.5,,1
790,33,2,10,54,3.0,,2
791,25,1,3,31,8.1,,1
792,45,1,14,46,5.1,,0
793,23,1,6,15,12.7,,1
794,43,1,24,254,7.7,,0
795,38,2,12,40,5.1,,2
796,24,1,1,16,7.2,,1
797,29,2,2,16,10.5,,1
798,40,1,23,81,10.9,,0
799,47,1,3,21,15.4,,0
800,24,1,1,16,9.2,,1
801,35,2,0,35,12.4,,2
802,38,1,1,42,9.1,,2
803,48,1,10,70,28.2,,0
804,35,2,12,64,15.0,,2
805,27,1,11,21,11.4,,1
806,47,3,16,266,2.0,,0
807,31,1,3,16,32.3,,2
808,30,1,12,40,7.0,,2
809,29,2,10,61,6.2,,1
810,26,4,1,64,23.3,,1
811,38,1,21,65,16.8,,2
812,45,1,7,29,6.1,,0
813,29,1,3,23,9.3,,1
814,52,1,17,73,8.7,,0
815,24,1,1,20,4.1,,1
816,33,2,8,27,9.8,,2
817,38,2,0,21,4.6,,2
818,26,1,0,15,5.4,,1
819,26,1,2,22,6.4,,1
820,35,1,16,37,17.2,,2
821,43,1,9,66,8.8,,0
822,45,3,8,140,13.9,,0
823,24,1,5,46,3.8,,1
824,44,3,7,78,10.5,,0
825,29,2,0,23,8.0,,1
826,22,2,0,14,17.1,,1
827,38,1,16,37,8.6,,2
828,46,1,6,30,17.6,,0
829,46,4,7,73,1.1,,0
830,32,1,13,25,7.5,,2
831,39,3,16,126,6.8,,2
832,40,2,15,138,4.1,,0
833,47,1,16,110,12.6,,0
834,28,1,10,42,8.6,,1
835,36,1,19,45,12.1,,2
836,41,2,13,93,14.7,,0
837,31,2,12,44,9.6,,2
838,39,1,20,116,4.1,,2
839,37,1,4,24,14.2,,2
840,35,2,11,62,32.4,,2
841,35,4,10,45,8.5,,2
842,51,4,15,26,13.6,,0
843,36,1,5,27,7.0,,2
844,23,1,3,13,3.1,,1
845,34,1,12,32,2.7,,2
846,32,2,12,116,5.7,,2
847,48,1,13,38,10.8,,0
848,35,2,1,24,7.8,,2
849,37,1,20,41,12.9,,2
